"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
13.2,1,8,1870,66,9,18.5,9999,9999,9999,180,1255,17.9,33.7,3228
13.2,1,7,1324,54,9,19.5,9999,9999,9999,164,0.967,28.2,30.8,3423
13.2,1,7,1241,54,9,19,643,9999,9999,166,998,20.1,27.7,3847
13.2,1,7,2792,128,11,13.6,831,9999,9.1,195,997,38.8,33.7,3.399
13.2,3,8,3200,121,10,16.1,1088,9999,9999,170,9999,9999,9999,2863
13.3,1,8,1689,66,9,16.8,736,5.5,8.7,168,833,15.3,48,2199
13.3,2,7,1895,77,9,15.8,647,9999,9999,185,981,26.8,35.6,3.2
13.3,1,8,1896,66,9,18.6,0.651,9999,8.8,175,1.52,16.9,44.4,2387
13.3,1,7,1242,44,9,19.7,9999,9999,9999,160,972,20.7,29.9,3488
13.3,1,7,1499,66,9,13.9,9999,9999,9999,165,889,34.3,29.9,3437
13.3,1,7,1396,66,9,16.1,9999,9999,9999,175,853,35.5,32.1,3.328
13.3,2,7,1799,90,9,15.3,0.68,5.7,8.8,187,885,34.1,38.4,3.21
13.3,1,8,1896,81,9,17,688,9999,9.2,188,1.65,22,42.5,2.7
13.3,1,7,1595,74,9,15.6,706,9999,8.9,183,1.14,33.5,32.2,3286
13.3,1,7,1998,97,9,14.3,0.704,9999,9999,193,0.92,42.8,38.9,2.916
13.3,1,8,1905,66,9,18.1,623,9999,9999,179,1.96,17.5,40.8,2.669
13.3,1,7,1997,100,11,14,0.916,9999,9999,175,763,43.1,38.2,3.97
13.3,1,7,3301,116,11,15.3,9999,9999,9999,175,0.739,39.2,50.4,2.41
13.3,1,7,3301,116,11,16.2,9999,9999,9999,175,0.712,40.6,52.3,2.41
13.4,1,7,1595,74,9,15.9,9999,9999,9999,184,1.54,32.4,31.2,3736
13.4,1,7,1149,43,9,19.1,0.683,9999,9999,151,0.89,20,35.5,2822
13.4,1,7,1296,62,9,13.4,9999,9999,9999,170,0.766,37.9,34.1,3.16
13.4,1,7,1390,55,9,19.5,706,9999,8.8,167,1.4,30.1,32.1,3298
13.4,5,7,2198,100,10,16.6,9999,9999,9999,165,915,18.6,34.7,3872
13.4,1,7,1998,97,11,16,915,9999,9999,186,958,31.8,35.3,3352
13.4,1,7,1998,97,11,16,915,9999,9999,186,958,31.8,35.3,3352
13.4,1,7,1998,97,11,16,888,9999,9999,186,972,33,34.8,3.43
13.4,1,7,1299,63,11,17.8,9999,9999,9999,170,889,20.4,31.9,3346
13.5,1,8,1896,66,9,19.2,629,9999,8.8,182,1.41,16.2,43.7,2656
13.5,1,7,1598,74,9,15.5,589,9999,9999,178,774,36.1,38.3,3.28
13.5,1,7,1598,74,9,15.2,609,9999,9999,178,774,36.1,38.3,3.28
13.5,1,7,1598,74,9,15.5,629,9999,9999,178,774,36.1,38.3,3.28
13.5,1,7,1389,66,9,14.9,0.66,9999,9999,172,0.771,39.2,37.2,2.768
13.5,1,7,1199,55,9,17.4,866,9999,9999,155,0.913,29.1,30.3,3.4
13.5,1,7,1595,74,9,16.4,654,9999,9999,184,1.54,32.4,31.2,3737
13.5,1,8,1896,66,9,19.5,0.656,9999,9999,178,987,17.2,45.1,2576
13.5,1,7,1289,50,9,18.7,679,9999,9999,162,972,18.8,33.3,3.89
13.5,1,7,1595,74,9,16.4,633,9999,9.1,185,0.781,43.8,42.3,2745
13.5,1,8,1896,66,9,19.8,581,9999,9.2,184,1.52,16.2,43.7,2656
13.5,1,7,1587,65,9,16.8,691,9999,9999,178,0.99,23.5,35,3116
13.5,1,8,1905,66,9,17.5,691,9999,9999,175,1.7,17.5,40.9,2.664
13.5,1,7,1597,70,9,15.2,9999,9999,9999,169,0.78,41.8,43.4,2.4
13.5,1,7,1781,92,9,15.6,657,9999,9,195,1.16,29,33.1,3498
13.5,1,7,1597,70,9,18.7,0.697,9999,9999,180,0.947,29.3,36.2,3114
13.5,2,8,2497,96,9,18.1,726,9999,9999,190,0.89,26.4,47.4,2494
13.5,1,7,1762,66,9,16.9,623,9999,9999,182,0.979,22.3,37.2,2929
13.5,1,7,1598,74,11,17.7,0.78,9999,9999,176,0.942,26.7,31.1,3.729
13.6,2,7,1895,77,9,17.1,597,9999,9999,194,1.12,27.2,36.2,3.2
13.6,1,7,1581,76,9,15.3,9999,9999,9999,187,795,42.8,40.9,2.692
13.6,1,7,1396,66,9,15,9999,9999,9999,170,747,43,36.1,2932
13.6,3,7,1299,50,9,17.3,9999,9999,9999,155,873,23.9,29.6,3477
13.6,1,7,998,50,9,17,9999,9999,9999,155,884,28.7,29.2,3.7
13.6,1,7,998,50,9,17,9999,9999,9999,155,884,28.7,29.2,3.7
13.6,1,7,1299,55,9,17.5,9999,9999,9999,164,0.79,24,34.6,3.62
13.6,1,7,1299,55,9,17.5,9999,9999,9999,164,0.79,24,34.6,3.62
13.6,2,8,2151,75,9,18.5,0.683,5.6,9.4,182,917,13.8,47.3,2456
13.6,1,7,1581,76,9,16.1,9999,9999,9999,187,795,42.8,40.9,2.692
13.6,5,7,2198,100,10,17.2,9999,9999,9999,161,893,18.6,34.7,3872
13.6,3,8,4164,150,10,16.1,9999,9999,9999,170,9999,9999,9999,3444
13.6,3,8,4164,150,10,16.1,9999,9999,9999,170,9999,9999,9999,3444
13.6,5,7,2972,104,10,17.6,9999,9999,9999,157,0.783,31.1,40.1,3.376
13.7,1,8,1896,66,9,18.2,639,9999,8.6,177,1.92,22.5,43.2,2685
13.7,1,7,1598,66,9,16.7,617,9999,9999,170,0.739,45.9,46,2319
13.7,1,7,1598,66,9,16.4,637,9999,9999,170,0.739,45.9,46,2319
13.7,1,7,1396,66,9,15.4,9999,9999,9999,172,0.756,43,36.1,2932
13.7,1,7,1275,55,9,16,0.651,9999,9999,170,0.729,30.9,38.9,2.69
13.7,1,7,1595,74,9,16.6,0.678,9999,9.2,185,1.6,32.3,31.2,3727
13.7,1,7,1595,74,9,17,0.678,9999,9999,185,1.6,32.3,31.2,3727
13.7,1,7,2792,103,11,17.6,1094,9999,9.1,174,0.93,23.3,41.6,2847
13.7,1,7,2792,103,11,18,1094,9999,9.1,174,0.93,23.3,41.6,2847
13.7,1,7,1998,84,11,17.7,0.85,9999,9999,175,0.92,26.8,35.9,3233
13.7,1,7,1998,84,11,18.2,9999,9999,9999,177,0.913,26.8,35.9,3233
13.7,6,7,1590,77,10,16.6,9999,9999,9999,152,433,35.1,56.6,2117
13.7,5,7,2389,85,10,19.2,9999,9999,9999,160,0.942,25.9,35.4,3.81
13.8,1,7,1595,74,9,16.9,0.656,9999,9999,182,1.13,33.3,32.1,3617
13.8,1,7,1595,74,9,16,0.651,9999,8.8,182,0.974,30.8,32.2,3286
13.8,1,7,1598,79,9,16.2,9999,9999,9999,180,9999,9999,9999,9999
13.8,1,7,1598,79,9,16.2,9999,9999,9999,180,9999,9999,9999,9999
13.8,1,7,1108,40,9,18.4,9999,9999,9999,150,0.931,20.2,29.3,3.26
13.8,1,7,1296,62,9,13.9,9999,9999,9999,165,848,47.6,29.9,3437
13.8,1,7,1299,63,9,15.7,9999,9999,9999,155,722,38.2,35.8,2.981
13.8,1,7,998,50,9,16.8,9999,9999,9999,155,0.89,28.5,29,3.7
13.8,1,7,1498,65,9,17.5,9999,9999,9999,180,1.74,30.6,33.5,3.3
13.8,1,7,1498,65,9,16.9,9999,9999,9999,180,1.74,30.6,33.5,3.3
13.8,1,7,1998,98,9,13,9999,9999,9999,180,0.78,43.1,43.1,2.6
13.8,1,8,1896,66,9,19.8,653,9999,9,178,1.18,16.2,43.7,2656
13.8,1,8,1896,66,9,20.5,688,9999,9.4,178,1.18,16.2,43.7,2656
13.8,1,7,1998,98,9,13.6,9999,9999,9999,180,0.78,43.1,43.1,2.6
13.8,3,7,2792,128,11,14.3,831,9999,9.4,193,987,38.8,33.7,3.399
13.8,3,8,3200,121,10,17.2,1088,9999,9999,170,9999,9999,9999,2863
13.8,3,7,3497,149,10,13.8,1088,9999,9999,185,816,35,45.3,3.143
13.8,1,7,2497,121,11,14.6,9999,9999,9999,185,0.761,30.7,37.4,3235
13.8,5,8,2999,117,10,17.4,9999,9999,9999,160,0.913,22.8,44.9,3.53
13.8,1,8,2500,85,11,21.3,9999,9999,9999,175,996,16.7,43.9,2755
13.8,1,8,2500,85,11,22,9999,9999,9999,175,996,16.7,43.9,2755
13.9,1,7,1781,92,9,15.1,0.702,9999,9.3,192,0.999,32.8,33.1,3.53
13.9,2,8,1665,66,9,18.4,0.666,9999,9999,175,929,15.8,42.8,2.7
13.9,1,8,1905,66,9,19.9,0.68,9999,9999,177,1.99,17.3,40.3,2818
13.9,1,7,1587,65,9,17.2,653,9999,9999,180,1.27,21.1,31.3,3.481
13.9,1,8,1905,66,9,18.2,0.676,9999,9999,177,1.82,17.5,40.9,2.664
13.9,1,7,1793,85,9,14.8,9999,9999,9999,178,1.76,38.5,28.8,3878
13.9,2,8,2151,75,9,18.9,0.683,5.5,9,179,935,14.4,45.6,2548
13.9,1,7,1396,66,9,16.9,9999,9999,9999,172,0.844,35.3,31.8,3.328
13.9,1,7,1793,85,9,15.4,9999,9999,9999,178,767,45.4,40.4,2764
13.9,5,8,2172,85,10,20.2,9999,9999,9999,155,1123,14.8,36.3,3694
13.9,5,7,3275,110,10,17.7,9999,9999,9999,166,0.771,31.1,44.9,3.8
13.9,1,8,2184,66,11,20.9,9999,9999,9999,165,1.66,17.6,38.7,2883
13.9,1,8,2184,66,11,20.9,9999,9999,9999,165,1.66,17.6,38.7,2883
14,1,7,1389,66,9,15.7,552,9999,9999,182,867,36.9,35,3.49
14,1,7,1389,66,9,14.4,0.658,9999,9999,163,0.71,29.5,38.8,2655
14,1,7,1199,48,9,18.6,0.66,9999,9999,163,0.751,29.5,38.8,2655
14,1,7,1199,48,9,18.9,0.66,9999,9999,163,0.751,29.5,38.8,2655
14,1,8,1487,49,9,19.4,0.66,9999,9999,165,991,19.2,36.2,2842
14,1,7,1590,71,9,13.9,9999,9999,9999,165,737,29.3,37.3,2.828
14,1,8,1753,66,9,20.7,0.697,9999,9999,176,0.95,17,41.2,2736
14,1,7,1598,74,9,15.9,645,9999,9999,173,752,36.1,38.3,3.28
14,1,7,1324,46,9,20.8,9999,9999,9999,151,0.926,23.4,32.6,3157
14,1,7,1796,85,11,15.9,0.78,9999,9999,175,845,34.1,38.3,3.28
14,3,8,2982,92,10,19,9999,9999,9999,160,1.55,22.1,42.1,3.436
14,3,8,2982,92,10,19,9999,9999,9999,160,1124,20.8,39.5,3.63
14,3,8,2982,92,10,19.1,9999,9999,9999,160,1.1,28.4,44,3238
14,3,7,1997,102,11,14.3,9999,9999,9999,170,934,28.1,31.4,3594
14,5,8,2999,117,10,18.3,9999,9999,9999,160,0.913,22.8,44.9,3.53
14.1,1,7,1390,44,9,20.3,659,9999,9.1,160,973,21,35,2.868
14.1,1,7,1361,55,9,18.7,634,9999,9999,175,0.98,24.8,32.4,3287
14.1,1,7,1995,103,9,14,9999,9999,9999,184,0.75,38.2,38.3,3.68
14.1,1,7,1324,47,9,16.9,9999,9999,9999,150,0.761,22.9,37.9,2625
14.1,1,7,1324,47,9,18,9999,9999,9999,150,0.761,22.9,37.9,2625
14.1,1,7,1587,65,9,17.2,0.663,9999,9999,178,1.16,21.1,31.3,3.481
14.1,1,8,1905,66,9,18.2,0.663,9999,9999,175,1.7,17.5,40.9,2.664
14.1,1,7,1324,47,9,18,9999,9999,9999,150,0.761,22.9,37.9,2625
14.1,1,8,2088,80,11,20.2,0.942,9999,9999,175,1.1,14.3,40.7,2911
14.1,1,8,2088,80,11,20.2,0.942,9999,9999,175,1.1,14.3,40.7,2911
14.1,1,8,2088,80,11,20.2,0.942,9999,9999,175,1.1,14.3,40.7,2911
14.1,1,8,2088,80,11,20.2,0.942,9999,9999,175,1.1,14.3,40.7,2911
14.2,1,7,1998,97,9,9999,636,9999,9999,203,992,45,37.2,3.119
14.2,1,7,1361,55,9,17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,1,7,1361,55,9,17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,1,7,1361,55,9,17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,1,7,1361,55,9,17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,1,7,1361,55,9,17.3,0.65,9999,9999,170,0.96,26.1,34.1,3.129
14.2,1,7,1324,54,9,20.9,9999,9999,9999,167,0.949,28.5,32,3335
14.2,1,7,1324,54,9,21.2,0.592,9999,9999,167,0.949,28.5,32,3335
14.2,1,7,1324,54,9,21.2,0.592,9999,9999,167,929,29.1,32.7,3335
14.2,3,7,1299,50,9,17.9,9999,9999,9999,155,873,23.9,29.6,3477
14.2,1,8,2088,80,9,19.1,741,9999,9999,184,976,17.3,43.9,2647
14.2,3,8,2996,130,10,17.3,1.65,9999,9999,164,1.92,11.5,34.1,4.31
14.2,3,8,2996,130,10,16.5,1.65,9999,9999,164,1.92,11.5,34.1,4.31
14.2,1,7,2295,105,11,19,1081,9999,9999,173,977,32.8,35.4,3386
14.2,1,7,1991,90,11,17.8,9999,9999,9999,180,0.98,29.6,34.2,3464
14.2,5,7,2972,104,10,17.6,9999,9999,9999,157,919,22.1,34.2,3.959
14.3,1,8,1753,55,9,19.1,662,9999,9999,168,1143,14.7,36.7,2.93
14.3,1,7,1390,55,9,20.6,9999,9999,9999,170,1.56,28.7,32.2,3.618
14.3,1,7,1390,55,9,18,914,9999,9999,155,0.96,29.1,31.1,3.456
14.3,1,7,1242,44,9,19.5,9999,9999,9999,155,0.92,19.7,34.3,3.84
14.3,1,7,1242,44,9,19.9,9999,9999,9999,155,0.92,19.7,34.3,3.84
14.3,3,8,2497,100,10,21,9999,9999,9999,162,0.77,23.7,52.1,2.584
14.3,5,7,2389,87,10,20.2,9999,9999,9999,160,0.942,25.9,35.4,3.81
14.3,5,7,2972,104,10,19.7,9999,9999,9999,157,919,22.1,34.2,3.959
14.4,1,8,1896,81,9,17.8,613,9999,9.2,190,992,24,46.2,2.56
14.4,1,7,1598,55,9,21.5,0.656,9999,9999,170,1.63,24.2,34.8,3.4
14.4,1,7,1762,66,9,17.7,973,9999,9999,160,0.82,21.9,39,2.8
14.4,1,7,1149,43,9,19.1,0.683,9999,9999,151,0.89,20,35.5,2822
14.4,1,8,1870,72,9,18.4,9999,9999,9999,173,9999,9999,9999,9999
14.4,1,8,1870,72,9,18.4,9999,9999,9999,173,9999,9999,9999,9999
14.4,1,7,1590,67,9,15.1,9999,9999,9999,160,0.78,35.5,37.7,2832
14.4,1,7,1590,67,9,15.1,9999,9999,9999,160,0.78,35.5,37.7,2832
14.4,1,7,1396,66,9,16.4,9999,9999,9999,175,862,45.2,31.7,3364
14.4,1,7,1388,55,9,20.3,675,9999,9999,171,963,26.2,35.5,3.69
14.4,5,7,2972,130,10,14.3,9999,9999,9999,175,812,51.5,43.1,3182
14.5,1,7,1598,55,9,20.1,589,9999,9999,170,937,23.3,34.9,3.329
14.5,1,7,1598,55,9,19.7,609,9999,9999,170,836,20.9,39.1,2968
14.5,1,8,1995,60,9,20.4,609,9999,9999,175,0.97,15.6,41.9,2.768
14.5,1,7,1598,55,9,20.1,629,9999,9999,170,836,20.9,39.1,2968
14.5,1,8,1995,60,9,20.8,629,9999,9999,175,0.97,15.6,41.9,2.768
14.5,1,7,1598,74,9,17.7,557,9999,9999,178,797,35.1,37.2,3.28
14.5,1,7,1598,74,9,16.9,557,9999,9999,178,797,35.1,37.2,3.28
14.5,1,8,1995,60,9,20.8,589,9999,9999,175,0.97,15.6,41.9,2.768
14.5,1,8,1191,45,9,18.4,563,9999,10.5,165,0.864,16,47.7,2.1
14.5,3,8,1896,66,9,20.7,633,9999,9.6,177,1128,16,41.9,2.774
14.5,1,7,1595,74,9,17.2,581,9999,9.9,186,1.57,31.6,33.2,3498
14.5,1,7,1762,66,9,18.9,0.68,9999,9999,180,0.94,21.6,38.3,2963
14.5,1,7,1390,55,9,18.5,637,9999,9999,168,816,29.3,34.3,3.74
14.5,1,7,1343,48,9,19.6,9999,9999,9999,152,0.91,20.1,33.7,3.129
14.5,1,7,1498,65,9,17.8,9999,9999,9999,164,779,39.6,38.3,2847
14.5,1,7,1498,65,9,18,0.592,9999,9999,164,779,39.6,38.3,2847
14.5,1,8,2188,83,11,19.6,0.85,9999,9999,175,946,15.9,41.1,2.9
14.6,1,7,1397,60,9,17.5,713,6.1,9.7,167,858,29,38.9,2.711
14.6,1,7,1762,66,9,18.9,0.63,9999,9999,181,917,22.1,39.5,2.941
14.6,1,7,1396,55,9,17.4,9999,9999,9999,165,0.74,24.1,37.2,2.849
14.6,1,7,1361,55,9,19.6,623,9999,9999,175,0.964,25.3,33,3.3
14.6,5,8,2172,85,10,21,9999,9999,9999,154,1115,14.8,36.3,3694
14.6,1,7,1997,102,11,13.4,9999,9999,9999,170,757,41.6,38.7,3
14.7,1,8,1896,66,9,21.1,0.702,9999,9.7,175,1.1,16.2,43.7,2656
14.7,1,8,1896,66,9,19.7,633,9999,9.3,176,1.83,22.5,43.3,2679
14.7,1,7,1762,81,9,15.9,0.7,9999,9999,186,0.869,43.3,38.9,2.916
14.7,1,8,1905,55,9,20.7,634,9999,9999,162,0.944,18,37.3,2.921
14.7,1,7,1361,55,9,18.7,672,9999,9999,165,858,26.7,35,3116
14.7,1,7,1341,55,9,18,0.67,9999,9999,163,861,24,35,3.11
14.7,1,7,1341,55,9,18,0.67,9999,9999,163,861,24,35,3.11
14.7,1,7,1762,66,9,19.7,0.704,9999,9999,177,924,21.6,38.3,2963
14.7,1,7,1997,100,9,17.5,0.952,9999,9999,172,769,44.4,38.6,3138
14.7,5,7,1998,94,10,14.7,9999,9999,9999,172,1.18,32.4,31.9,3842
14.7,5,7,1998,94,10,15.3,9999,9999,9999,172,1.18,32.4,31.9,3842
14.8,1,7,1108,40,9,18.8,9999,9999,9999,150,765,22.7,35.6,2.729
14.8,1,8,1896,81,9,18.5,635,9999,9.6,189,986,24,46.2,2.56
14.8,1,7,1762,66,9,19.7,0.666,9999,9999,178,0.92,22.1,39.5,2.941
14.8,1,8,1997,66,9,20.9,0.666,9999,9999,172,0.99,15.8,43.4,2674
14.8,1,8,2188,83,11,20.1,9999,9999,9999,178,941,16.3,42,2.9
14.8,1,7,1997,102,11,13.4,9999,9999,9999,170,775,36.4,37.8,3
14.9,1,8,1997,66,9,19.7,782,9999,9999,172,948,16.5,45.4,2.51
14.9,1,8,1997,66,9,19.7,782,9999,9999,172,948,16.5,45.4,2.51
14.9,1,7,1361,55,9,18.9,672,9999,9999,168,0.874,26.7,35,3116
14.9,1,8,1698,51,9,21.8,643,9999,9999,164,1.23,18.1,35.6,2.993
14.9,1,8,2151,90,11,22.6,1081,7.9,12.2,164,1.31,20,41.9,2863
14.9,1,7,2792,103,11,17.9,1094,9999,9.8,170,871,35.6,43.3,2.731
14.9,1,7,2792,103,11,18.3,1094,9999,9.8,170,871,35.6,43.3,2.731
14.9,3,8,2982,92,10,20.1,9999,9999,9999,160,1.55,22.1,42.1,3.436
14.9,3,8,2982,92,10,20.1,9999,9999,9999,160,1124,20.8,39.5,3.63
14.9,3,8,2982,92,10,20.2,9999,9999,9999,160,1.1,28.4,44,3238
15,1,7,1598,55,9,19.4,0.64,9999,9999,168,1.15,19.7,31.8,3.329
15,2,8,1995,74,9,22.6,685,9999,9999,186,1.48,13.6,41.3,2812
15,1,8,1686,55,9,21.3,609,9999,9999,170,925,15.3,41.8,2698
15,1,8,1686,55,9,21.6,589,9999,9999,170,925,15.3,41.8,2698
15,1,8,1686,55,9,21.6,609,9999,9999,170,925,15.3,41.8,2698
15,1,8,1686,55,9,21.3,0.577,9999,9999,175,812,15.8,49,2379
15,1,8,1686,55,9,21.6,0.577,9999,9999,175,812,15.8,49,2379
15,1,7,1781,66,9,18,0.651,9999,9.8,171,986,21.5,31.5,3361
15,1,7,1587,65,9,18.6,691,9999,9999,178,1.16,21.1,31.3,3.481
15,1,7,1296,44,9,18.9,9999,9999,9999,155,0.82,19.6,31.5,3266
15,1,7,1296,44,9,18.9,9999,9999,9999,155,0.82,19.6,31.5,3266
15,1,7,989,41,9,19.9,9999,9999,9999,140,0.886,25.8,30.4,3.2
15,1,7,1597,73,9,16.3,9999,9999,9999,185,0.85,37.9,37.9,2878
15,1,7,1597,73,9,16.6,9999,9999,9999,185,0.85,37.9,37.9,2878
15,1,7,1299,63,9,14.6,9999,9999,9999,155,884,31.2,29.2,3611
15,1,7,1299,63,9,15.2,9999,9999,9999,155,884,31.2,29.2,3611
15,1,7,1349,55,9,18.7,9999,9999,9999,166,0.86,24.3,35.7,2965
15,1,7,1498,63,9,17,9999,9999,9999,161,0.699,31,39.7,2659
15,1,7,1349,55,9,18.5,9999,9999,9999,166,0.86,24.3,35.7,2965
15,1,7,1498,63,9,16.8,9999,9999,9999,161,0.699,31,39.7,2659
15,1,7,1598,55,9,20.7,645,9999,9999,165,0.811,20.9,39.1,2968
15,3,8,1896,66,9,21.3,0.678,9999,9.9,177,1.67,16,44.2,2.626
15,5,8,2172,85,10,20.4,9999,9999,9999,156,888,19.6,40.9,3283
15,1,7,1998,84,11,18.1,0.85,9999,9999,170,759,36.4,41.5,2.8
15,5,8,2953,116,10,19,9999,9999,9999,160,9999,9999,9999,3.723
15,5,8,2953,116,10,19,9999,9999,9999,160,1161,15.3,38.3,3.723
15,5,8,2953,116,10,20.1,9999,9999,9999,160,9999,9999,9999,3.723
15,5,8,2953,116,10,20.1,9999,9999,9999,160,1161,15.3,38.3,3.723
15,2,7,1998,94,10,15,9999,9999,9999,163,0.876,42.6,35.1,3488
15,5,7,1998,94,10,15.6,9999,9999,9999,163,0.876,42.6,35.1,3488
15,5,7,2463,87,10,16.4,9999,9999,9999,142,674,31.6,40.5,3174
15.1,1,7,1390,44,9,22.5,9999,9999,9999,157,1.4,23.7,32.1,3298
15.1,1,8,2088,80,9,18.7,636,9999,9999,188,1.59,21.8,41.3,2.868
15.1,1,7,1762,74,9,15.1,0.71,9999,9999,172,774,34.1,37,2.941
15.1,1,8,1910,55,9,21.3,9999,9999,9999,165,1199,22.4,32.8,3.256
15.1,1,8,1910,55,9,20.8,9999,9999,9999,165,1.35,22.4,38,2.8
15.1,1,7,1341,63,9,16.1,0.67,9999,9999,163,0.73,30.4,42.1,2.54
15.1,1,7,1341,63,9,16.1,0.67,9999,9999,163,0.73,30.4,42.1,2.54
15.1,1,7,999,40,9,21.2,0.88,9999,9999,142,914,19.4,28.2,3551
15.1,1,7,999,40,9,21.2,0.796,9999,9999,142,914,19.4,28.2,3551
15.1,1,7,999,40,9,21.2,0.796,9999,9999,142,914,19.4,28.2,3551
15.1,1,7,1396,66,9,17.2,9999,9999,9999,172,853,44.9,31.5,3364
15.1,1,7,2295,105,11,18.8,1081,9999,9999,170,0.99,23,34.3,3491
15.1,1,8,1905,66,11,23.7,0.942,9999,9999,160,1.28,15.7,38.9,3.42
15.1,5,7,2972,104,10,19.6,9999,9999,9999,157,0.783,31.1,40.1,3.376
15.2,1,7,1762,74,9,16,0.676,9999,9999,175,787,34.1,37,2.941
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1124,44,9,20.7,0.65,9999,9999,158,0.874,23.3,32.3,3.33
15.2,1,7,1390,55,9,21.6,0.678,9999,10,171,1.66,24.8,32.1,3.618
15.2,1,8,1905,66,9,20.6,0.704,9999,9999,172,1.68,17.3,40.3,2818
15.2,3,8,1994,72,10,21.2,1.01,9999,9999,155,0.697,21.1,52.9,2386
15.3,1,7,1124,44,9,18.3,601,9999,9999,162,857,26,30.5,3287
15.3,1,7,1361,55,9,19.4,679,9999,9999,165,858,26.7,35,3116
15.3,3,8,2496,101,10,21.3,9999,9999,9999,157,757,20.1,49.4,2.724
15.4,1,7,1297,44,9,20.2,677,9999,9999,155,0.85,21.9,36.5,2.729
15.4,1,7,1297,44,9,20.2,677,9999,9999,155,956,19.4,32.4,3.69
15.4,1,7,1762,74,9,14.9,657,9999,9999,177,0.766,35.5,38.5,2.8
15.4,1,7,1762,74,9,15,657,9999,9999,177,0.766,35.5,38.5,2.8
15.4,1,7,989,41,9,19.8,9999,9999,9999,145,0.91,26.3,30.9,3375
15.4,1,7,989,41,9,20.4,9999,9999,9999,145,0.91,26.3,30.9,3375
15.4,1,7,1498,65,9,18,9999,9999,9999,175,0.84,41.7,41.7,2615
15.4,1,7,1498,65,9,17.5,9999,9999,9999,175,0.84,41.7,41.7,2615
15.4,1,7,1762,81,9,16.4,0.666,9999,9999,184,0.65,57,51.4,2.257
15.4,1,7,1984,85,11,19.2,831,9999,10.6,177,1.39,18.4,34.1,3.49
15.4,1,7,1984,85,11,19.3,831,9999,10.6,177,1.39,18.4,34.1,3.49
15.5,1,8,1995,60,9,21.3,589,9999,9999,170,885,21.9,44.7,2.6
15.5,1,8,1995,60,9,20.9,609,9999,9999,170,885,21.9,44.7,2.6
15.5,1,8,1995,60,9,21.3,629,9999,9999,170,885,21.9,44.7,2.6
15.5,1,8,1995,60,9,22,557,9999,9999,178,973,12.3,42.5,2.7
15.5,1,8,1995,60,9,22.3,557,9999,9999,178,973,12.3,42.5,2.7
15.5,1,7,1289,40,9,23.4,679,9999,9999,151,937,19.4,35.8,2875
15.5,1,7,1397,50,9,21.3,0.663,9999,9999,160,927,18.8,34.5,3113
15.5,1,7,1781,55,9,21,0.651,9999,9.7,163,841,20.9,38.8,2.732
15.5,1,7,993,40,9,19,9999,9999,9999,140,1.9,40.4,25.2,3.9
15.5,1,7,2497,121,11,14.6,9999,9999,9999,170,0.67,48.1,43.1,2.89
15.5,5,7,1998,94,10,16,9999,9999,9999,172,0.999,32.4,31.9,3842
15.6,1,8,1896,66,9,20,581,9999,10.1,177,1.4,22,42.5,2.7
15.6,1,7,1343,48,9,20,9999,9999,9999,145,784,16.8,37,2855
15.6,1,7,1396,55,9,19.4,9999,9999,9999,165,0.93,22.2,32.1,3.328
15.7,1,7,1762,74,9,16,0.683,9999,9999,172,774,34.1,37,2.941
15.7,3,8,2996,130,10,18.1,1.65,9999,9999,163,1.85,11.5,34.1,4.31
15.7,5,8,2664,92,10,19,9999,9999,9999,155,1135,17.2,37.9,3548
15.8,1,8,1905,66,9,20.2,0.686,9999,9999,175,997,25.9,43.9,2613
15.8,1,7,1299,55,9,17.6,9999,9999,9999,160,727,27.6,36.7,2878
15.8,1,7,1762,74,9,15.5,623,9999,9999,178,816,33.5,36.3,2997
15.8,5,8,2172,85,10,21.1,9999,9999,9999,157,893,19.6,40.9,3283
15.8,1,8,1997,80,11,20.8,888,9999,9999,173,996,13.6,43.4,2727
15.8,1,8,1997,80,11,20.8,888,9999,9999,173,996,13.6,43.4,2727
15.8,3,8,2497,100,10,21,9999,9999,9999,162,0.77,35.3,52.1,2.584
15.8,2,7,1997,83,11,19.3,9999,9999,9999,154,1.12,25,29,4173
15.8,5,7,1998,94,10,16.2,9999,9999,9999,163,0.859,42.6,35.1,3488
15.9,1,7,1297,44,9,21.8,662,9999,9999,155,878,18.6,35.3,2.93
